==11544== NVPROF is profiling process 11544, command: ./inverse_bench tests/simpleMean/large_5_64_64.mats
==11544== Profiling application: ./inverse_bench tests/simpleMean/large_5_64_64.mats
==11544== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput           Device   Context    Stream          ID   Parent ID         Parent Block  Name
712.08ms  6.2400us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1        38          92           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [1197]
712.09ms  1.8560us                    -               -         -         -         -        4B  2.1552MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
712.16ms  8.5440us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7          93           -                    -  normalizeRow(float**, float**, int, int) [1207]
712.22ms  139.23us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7          94           -                    -  transform_matrix(float**, float**, int, int, int) [1214]
712.39ms  6.5600us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1        39          95           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [1221]
712.40ms  2.0480us                    -               -         -         -         -        4B  1.9531MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
712.47ms  8.9280us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7          96           -                    -  normalizeRow(float**, float**, int, int) [1231]
712.52ms  139.30us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7          97           -                    -  transform_matrix(float**, float**, int, int, int) [1238]
712.67ms  6.2090us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1        40          98           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [1245]
712.68ms  2.0800us                    -               -         -         -         -        4B  1.9231MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
712.75ms  8.5760us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7          99           -                    -  normalizeRow(float**, float**, int, int) [1255]
712.80ms  139.23us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         100           -                    -  transform_matrix(float**, float**, int, int, int) [1262]
712.95ms  6.2080us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1        41         101           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [1269]
712.96ms  1.8560us                    -               -         -         -         -        4B  2.1552MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
713.04ms  8.5760us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         102           -                    -  normalizeRow(float**, float**, int, int) [1279]
713.10ms  140.19us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         103           -                    -  transform_matrix(float**, float**, int, int, int) [1286]
713.24ms  6.1450us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1        42         104           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [1293]
713.25ms  1.8880us                    -               -         -         -         -        4B  2.1186MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
713.32ms  8.6080us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         105           -                    -  normalizeRow(float**, float**, int, int) [1303]
713.38ms  139.65us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         106           -                    -  transform_matrix(float**, float**, int, int, int) [1310]
713.52ms  5.9840us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1        43         107           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [1317]
713.53ms  1.8570us                    -               -         -         -         -        4B  2.1540MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
713.60ms  8.8000us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         108           -                    -  normalizeRow(float**, float**, int, int) [1327]
713.66ms  139.27us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         109           -                    -  transform_matrix(float**, float**, int, int, int) [1334]
713.80ms  6.0160us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1        44         110           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [1341]
713.81ms  1.8560us                    -               -         -         -         -        4B  2.1552MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
713.88ms  8.5440us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         111           -                    -  normalizeRow(float**, float**, int, int) [1351]
713.94ms  140.35us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         112           -                    -  transform_matrix(float**, float**, int, int, int) [1358]
714.08ms  5.9200us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1        45         113           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [1365]
714.09ms  1.8240us                    -               -         -         -         -        4B  2.1930MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
714.17ms  8.5760us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         114           -                    -  normalizeRow(float**, float**, int, int) [1375]
